row.names,#a,&a,0a,0b,0i,1L,1[,1a,1b,1c,1e,1f,1g,1m,1o,1t,1z,2[,2a,2h,2o,3a,3b,3d,4a,4b,4d,4g,4n,4p,4s,5d,5j,5q,5z,6d,6g,6j,6n,6p,7a,7d,7p,7r,8d,9a,2g,2u,2z,3g,5n,5r
2.62,0,0,0,0,0,0,3.75436E-035,4.12309E-027,0,1.32838E-039,4.83473E-033,0,5.26126E-040,0,0,0,0,0,0,0,0,0,4.12113E-032,1.46765E-025,0,0,0,0,0,0,0,0,7.50705E-038,0,0,0,0,0,0,0,1.1848E-037,0,3.08829E-036,0,0,0,0,0,0,0,0,0
2.63,0,0,0,0,0,0,7.30662E-035,7.22301E-027,0,2.68064E-039,9.21872E-033,0,1.07211E-039,0,0,0,0,0,4.3344E-040,0,0,0,7.81266E-032,2.58718E-025,0,0,0,0,0,0,0,0,1.51323E-037,0,0,0,0,0,0,0,2.37229E-037,0,6.10408E-036,0,0,0,0,0,0,0,0,0
2.64,0,0,0,0,0,0,1.41784E-034,1.26167E-026,0,5.39367E-039,1.75267E-032,0,2.17831E-039,0,0,0,0,0,8.81553E-040,0,0,0,1.47676E-031,4.54745E-025,0,0,0,0,0,0,0,0,3.04141E-037,0,0,0,0,0,0,0,4.73609E-037,7.07568E-039,1.20298E-035,0,0,0,0,0,0,0,0,0
2.65,0,0,0,0,0,0,2.74331E-034,2.19741E-026,0,1.0821E-038,3.3225E-032,0,4.41302E-039,0,0,0,0,0,1.78774E-039,0,0,0,2.7833E-031,7.96987E-025,0,0,0,0,0,0,0,0,6.09513E-037,0,0,0,0,0,0,0,9.42779E-037,1.43858E-038,2.36412E-035,0,0,0,0,0,0,0,0,0
2.66,0,0,0,0,0,0,5.29248E-034,3.81607E-026,0,2.16463E-038,6.2801E-032,0,8.91433E-039,0,0,0,0,0,3.61492E-039,0,0,0,5.23052E-031,1.39276E-024,0,0,0,0,0,0,0,0,1.21796E-036,0,0,0,0,0,0,0,1.8741E-036,2.91635E-038,4.63228E-035,3.31086E-039,0,0,0,0,0,0,0,0
2.67,0,0,0,0,0,0,1.01807E-033,6.60784E-026,0,4.31756E-038,1.1836E-031,0,1.79547E-038,0,0,0,0,0,7.28835E-039,0,0,0,9.80093E-031,2.42687E-024,0,0,0,0,0,0,0,0,2.42673E-036,0,0,0,0,0,0,0,3.70918E-036,5.89495E-038,9.05028E-035,6.73108E-039,0,0,0,0,0,0,0,0
2.68,0,0,0,0,0,0,1.95271E-033,1.14088E-025,0,8.58678E-038,2.22423E-031,0,3.60582E-038,0,0,0,0,0,1.4652E-038,0,0,0,1.83116E-030,4.21655E-024,0,0,0,0,0,0,0,0,4.82114E-036,0,0,0,0,0,0,0,7.31983E-036,1.18811E-037,1.76311E-034,1.36447E-038,0,0,0,0,0,0,0,0
2.69,0,0,0,0,0,0,3.73449E-033,1.96409E-025,0,1.70278E-037,4.16766E-031,0,7.22049E-038,0,0,0,0,0,2.93697E-038,0,0,0,3.41131E-030,7.30485E-024,0,0,0,0,0,0,0,0,9.55033E-036,0,0,0,0,0,0,0,1.44033E-035,2.38766E-037,3.42478E-034,2.75792E-038,0,0,0,0,3.8786E-039,0,0,0
2.7,0,0,0,0,0,0,7.12134E-033,3.37147E-025,0,3.36685E-037,7.78647E-031,0,1.44167E-037,0,0,0,3.87096E-039,0,5.87002E-038,0,0,0,6.33656E-030,1.26185E-023,0,0,0,0,0,0,0,0,1.88637E-035,0,0,0,0,0,0,0,2.82595E-035,4.82379E-037,6.63333E-034,5.55822E-038,0,0,0,0,7.88608E-039,0,3.41853E-039,0
2.71,0,0,0,0,0,0,1.35403E-032,5.77054E-025,0,6.63781E-037,1.45053E-030,0,2.87013E-037,0,0,0,7.87401E-039,0,1.16981E-037,0,0,0,1.1736E-029,2.17343E-023,0,0,0,0,0,0,0,0,3.71515E-035,0,0,0,0,0,0,0,5.52846E-035,9.6391E-037,1.28107E-033,1.11693E-037,0,0,0,0,1.59877E-038,0,6.95424E-039,2.71944E-039
2.72,0,0,0,0,0,0,2.56704E-032,9.84809E-025,0,1.30486E-036,2.69431E-030,0,5.69737E-037,0,0,0,1.59702E-038,0,2.3245E-037,0,0,0,2.16734E-029,3.73275E-023,0,0,0,0,0,0,0,0,7.29593E-035,0,0,0,0,0,0,0,1.07841E-034,1.92054E-036,2.46693E-033,2.23797E-037,0,0,0,0,3.2318E-038,0,1.41058E-038,5.54232E-039
2.73,0,0,0,0,0,0,4.85259E-032,1.67582E-024,0,2.55763E-036,4.99006E-030,0,1.12768E-036,0,0,0,3.22969E-038,0,4.60553E-037,0,0,0,3.99088E-029,6.39225E-023,0,0,0,0,0,0,0,0,1.4286E-034,0,0,0,0,0,0,0,2.09749E-034,3.81546E-036,4.73679E-033,4.47113E-037,0,0,0,0,6.5139E-038,0,2.85287E-038,1.12627E-038
